geoid,black,native,asian,PI,other,multi,hispanic,nonwhite,white,total,pct_nonwhite,pct_white,race_source_abbreviation,link_to_detailed_sourcing
4.00E+13,20,10,2,0,30,5,66,133,35,168,79.16666667,20.83333333,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040030005004036/
4.00E+13,0,0,0,0,1,0,1,2,3,5,40,60,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040030002022033/
4.01E+13,12,228,3,0,0,1,87,331,191,522,63.40996169,36.59003831,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040050008003064/
4.01E+13,1,10,0,0,0,3,9,23,7,30,76.66666667,23.33333333,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040050008003073/
4.01E+13,0,0,1,0,0,0,1,2,2,4,50,50,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040050010001017/
4.01E+13,0,1,0,0,0,0,0,1,0,1,100,0,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040050010002028/
4.01E+13,27,13,0,0,27,0,109,176,115,291,60.48109966,39.51890034,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040070012001003/
4.01E+13,0,11,0,0,9,3,36,59,69,128,46.09375,53.90625,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040070012002006/
4.01E+13,0,2,0,0,0,0,3,5,7,12,41.66666667,58.33333333,tract,http://www.prisonersofthecensus.org/data/2010blocks/040070003012043/
4.01E+13,162,125,33,20,203,77,683,1303,274,1577,82.62523779,17.37476221,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040099616003009/
4.01E+13,105,34,4,1,0,0,425,569,343,912,62.39035088,37.60964912,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040099616002013/
4.01E+13,2,4,0,0,0,1,95,102,29,131,77.86259542,22.13740458,tract,http://www.prisonersofthecensus.org/data/2010blocks/040099613002012/
4.01E+13,7,3,0,1,0,0,45,56,22,78,71.79487179,28.20512821,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040099617001100/
4.01E+13,110,28,7,1,4,1,513,664,278,942,70.48832272,29.51167728,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040099617001107/
4.01E+13,1,0,0,0,0,0,10,11,22,33,33.33333333,66.66666667,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040119601001335/
4.01E+13,1,1,0,0,20,2,143,167,49,216,77.31481481,22.68518519,tract,http://www.prisonersofthecensus.org/data/2010blocks/040129402001105/
4.01E+13,0,38,0,0,0,0,4,42,0,42,100,0,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040129403004011/
4.01E+13,0,0,0,0,0,0,0,0,2,2,0,100,tract,http://www.prisonersofthecensus.org/data/2010blocks/040135230031005/
4.01E+13,190,113,14,7,255,62,506,1147,299,1446,79.32226833,20.67773167,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040136100002034/
4.01E+13,696,288,30,6,1625,52,2093,4790,1997,6787,70.57610137,29.42389863,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040137233061092/
4.01E+13,0,0,0,0,0,0,0,0,2,2,0,100,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040130611001026/
4.01E+13,262,181,14,0,393,63,812,1725,954,2679,64.38969765,35.61030235,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040130610171001/
4.01E+13,114,108,8,0,180,31,453,894,629,1523,58.69993434,41.30006566,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040130610171002/
4.01E+13,0,0,0,0,0,0,0,0,3,3,0,100,tract,http://www.prisonersofthecensus.org/data/2010blocks/040134202103008/
4.01E+13,3,0,0,0,0,0,0,3,0,3,100,0,tract,http://www.prisonersofthecensus.org/data/2010blocks/040134211025017/
4.01E+13,0,0,0,0,0,0,0,0,5,5,0,100,tract,http://www.prisonersofthecensus.org/data/2010blocks/040134213021016/
4.01E+13,2,0,0,0,0,0,0,2,5,7,28.57142857,71.42857143,tract,http://www.prisonersofthecensus.org/data/2010blocks/040134215022001/
4.01E+13,0,0,0,0,0,0,0,0,5,5,0,100,tract,http://www.prisonersofthecensus.org/data/2010blocks/040134216012016/
4.01E+13,0,0,0,0,0,0,0,0,3,3,0,100,tract,http://www.prisonersofthecensus.org/data/2010blocks/040134226372016/
4.01E+13,0,0,0,0,0,0,0,0,2,2,0,100,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040131032201015/
4.01E+13,0,0,2,0,0,4,0,6,0,6,100,0,tract,http://www.prisonersofthecensus.org/data/2010blocks/040131036041010/
4.01E+13,0,0,0,0,0,0,0,0,1,1,0,100,tract,http://www.prisonersofthecensus.org/data/2010blocks/040131080002007/
4.01E+13,0,0,0,0,3,1,7,11,0,11,100,0,tract,http://www.prisonersofthecensus.org/data/2010blocks/040131115011012/
4.01E+13,0,0,0,0,0,0,0,0,5,5,0,100,tract,http://www.prisonersofthecensus.org/data/2010blocks/040131115021002/
4.01E+13,57,19,1,0,129,1,148,355,196,551,64.42831216,35.57168784,tract,http://www.prisonersofthecensus.org/data/2010blocks/040131134001007/
4.01E+13,0,11,0,0,0,0,4,15,10,25,60,40,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040131135011013/
4.01E+13,4,11,0,0,10,4,22,51,22,73,69.8630137,30.1369863,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040131135011016/
4.01E+13,395,74,12,0,349,6,760,1596,546,2142,74.50980392,25.49019608,tract,http://www.prisonersofthecensus.org/data/2010blocks/040131141001052/
4.01E+13,28,85,2,1,109,11,213,449,176,625,71.84,28.16,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040131147031007/
4.01E+13,599,218,26,1,848,90,1819,3601,1687,5288,68.09757943,31.90242057,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040131147032001/
4.01E+13,186,52,4,0,572,63,1099,1976,508,2484,79.54911433,20.45088567,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040131147032005/
4.01E+13,0,0,0,0,0,0,0,0,2,2,0,100,tract,http://www.prisonersofthecensus.org/data/2010blocks/040132168391010/
4.01E+13,4,22,0,0,16,7,33,82,21,103,79.61165049,20.38834951,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040130405022009/
4.02E+13,217,71,6,0,190,86,661,1231,542,1773,69.43034405,30.56965595,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040159548001638/
4.02E+13,0,2,3,0,8,1,27,41,89,130,31.53846154,68.46153846,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040159536021034/
4.02E+13,11,11,1,0,14,4,39,80,198,278,28.77697842,71.22302158,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040159536022034/
4.02E+13,0,0,0,0,0,0,3,3,3,6,50,50,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040159536022075/
4.02E+13,0,32,0,0,0,0,0,32,0,32,100,0,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040159404001203/
4.02E+13,0,0,0,0,0,0,2,2,14,16,12.5,87.5,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040159525001050/
4.02E+13,6,69,0,0,10,4,117,206,111,317,64.98422713,35.01577287,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040179602001147/
4.02E+13,232,54,16,0,0,8,713,1023,397,1420,72.04225352,27.95774648,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040179605002163/
4.02E+13,0,3,0,0,2,0,2,7,1,8,87.5,12.5,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040194704003033/
4.02E+13,42,22,0,0,160,29,247,500,189,689,72.56894049,27.43105951,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040190044301011/
4.02E+13,0,132,0,0,0,0,0,132,1,133,99.2481203,0.751879699,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040199408001014/
4.02E+13,0,0,0,0,0,0,3,3,0,3,100,0,tract,http://www.prisonersofthecensus.org/data/2010blocks/040190046171010/
4.02E+13,2,26,0,0,12,0,23,63,14,77,81.81818182,18.18181818,tract,http://www.prisonersofthecensus.org/data/2010blocks/040190013033008/
4.02E+13,47,44,5,0,116,7,193,412,299,711,57.94655415,42.05344585,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040190025014010/
4.02E+13,147,101,9,3,321,62,655,1298,422,1720,75.46511628,24.53488372,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040190025014013/
4.02E+13,1,16,0,0,0,0,18,35,7,42,83.33333333,16.66666667,tract,http://www.prisonersofthecensus.org/data/2010blocks/040190037022019/
4.02E+13,0,0,0,0,0,0,0,0,2,2,0,100,tract,http://www.prisonersofthecensus.org/data/2010blocks/040190040293004/
4.02E+13,0,0,5,0,0,0,0,5,0,5,100,0,tract,http://www.prisonersofthecensus.org/data/2010blocks/040190040693004/
4.02E+13,720,197,27,2,396,152,1357,2851,1836,4687,60.82782163,39.17217837,tract,http://www.prisonersofthecensus.org/data/2010blocks/040190041131000/
4.02E+13,319,29,6,7,0,31,187,579,377,956,60.56485356,39.43514644,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040194105021158/
4.02E+13,50,40,1,2,55,85,423,656,69,725,90.48275862,9.517241379,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040194105031042/
4.02E+13,10,5,0,2,0,17,50,84,34,118,71.18644068,28.81355932,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040194105021147/
4.02E+13,1103,85,347,37,2607,51,3078,7308,750,8058,90.69247952,9.307520477,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040210020022000/
4.02E+13,95,23,360,908,57,24,177,1644,332,1976,83.19838057,16.80161943,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040210020022002/
4.02E+13,27,8,0,0,38,2,51,126,99,225,56,44,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040210021022064/
4.02E+13,380,1197,24,6,988,96,1534,4225,2222,6447,65.53435707,34.46564293,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040210008031059/
4.02E+13,79,78,4,1,126,12,224,524,361,885,59.20903955,40.79096045,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040210008032028/
4.02E+13,366,902,16,5,595,82,1083,3049,1562,4611,66.12448493,33.87551507,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040210008032035/
4.02E+13,103,90,10,1,185,28,332,749,716,1465,51.12627986,48.87372014,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040210008032038/
4.02E+13,76,41,35,2,106,12,1414,1686,142,1828,92.23194748,7.768052516,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040210009012001/
4.02E+13,285,1195,64,2,803,81,1512,3942,1462,5404,72.94596595,27.05403405,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040210009012002/
4.02E+13,3,31,0,0,3,1,9,47,11,58,81.03448276,18.96551724,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/040210009012005/
4.02E+13,0,89,0,0,0,3,10,102,0,102,100,0,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040219412002113/
4.02E+13,0,8,0,0,0,0,0,8,0,8,100,0,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040219414003044/
4.02E+13,2,0,0,0,0,0,44,46,3,49,93.87755102,6.12244898,tract,http://www.prisonersofthecensus.org/data/2010blocks/040239663021014/
4.03E+13,11,25,2,0,0,1,205,244,292,536,45.52238806,54.47761194,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040250016012012/
4.03E+13,0,2,0,0,0,0,1,3,7,10,30,70,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040250020011033/
4.03E+13,1,1,0,0,0,0,0,2,4,6,33.33333333,66.66666667,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040250020041067/
4.03E+13,15,8,1,0,114,53,432,623,51,674,92.43323442,7.566765579,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040279800051007/
4.03E+13,420,179,13,9,351,117,1075,2164,754,2918,74.16038382,25.83961618,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040270118001038/
4.03E+13,50,35,6,0,177,14,259,541,224,765,70.71895425,29.28104575,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/040270001001020/
5.00E+13,46,0,0,0,0,0,0,46,34,80,57.5,42.5,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050014806002073/
5.00E+13,50,2,0,0,0,1,4,57,26,83,68.6746988,31.3253012,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050039603003006/
5.01E+13,0,0,0,0,0,0,0,0,51,51,0,100,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050059504002075/
5.01E+13,2,7,0,0,1,3,1,14,33,47,29.78723404,70.21276596,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050070210021031/
5.01E+13,4,1,0,0,0,0,2,7,65,72,9.722222222,90.27777778,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050097903002000/
5.01E+13,0,0,0,0,37,0,53,90,0,90,100,0,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050119505001040/
5.01E+13,12,0,0,0,0,1,0,13,14,27,48.14814815,51.85185185,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050134802002009/
5.02E+13,6,1,0,0,0,1,12,20,75,95,21.05263158,78.94736842,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050159503003005/
5.02E+13,4,0,0,0,0,0,0,4,1,5,80,20,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050170802001075/
5.02E+13,324,1,1,0,6,0,11,343,236,579,59.24006908,40.75993092,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050170801001128/
5.02E+13,29,0,0,0,0,0,1,30,13,43,69.76744186,30.23255814,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050199538001009/
5.02E+13,11,0,0,0,2,1,3,17,56,73,23.28767123,76.71232877,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050219506003004/
5.02E+13,2,0,0,0,0,0,0,2,78,80,2.5,97.5,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050234804004007/
5.03E+13,35,0,0,0,0,0,0,35,19,54,64.81481481,35.18518519,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050279505001019/
5.03E+13,1,0,0,0,0,0,0,1,0,1,100,0,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050299503002104/
5.03E+13,30,0,0,0,1,0,1,32,77,109,29.35779817,70.64220183,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050310004022012/
5.03E+13,125,0,0,0,0,0,10,135,195,330,40.90909091,59.09090909,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050310007005047/
5.03E+13,13,1,2,0,2,0,6,24,96,120,20,80,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050330205023065/
5.04E+13,213,0,0,0,1,0,2,216,84,300,72,28,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050350307031130/
5.04E+13,20,1,0,0,0,0,0,21,33,54,38.88888889,61.11111111,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050379506001010/
5.04E+13,46,0,0,0,0,1,33,80,59,139,57.55395683,42.44604317,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050399703005030/
5.04E+13,23,0,0,0,0,0,2,25,11,36,69.44444444,30.55555556,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050434903005050/
5.05E+13,100,0,2,0,0,2,0,104,401,505,20.59405941,79.40594059,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050450304032009/
5.05E+13,41,0,1,0,0,0,5,47,60,107,43.92523364,56.07476636,tract,http://www.prisonersofthecensus.org/data/2010blocks/050450307022044/
5.05E+13,33,0,0,0,0,0,5,38,85,123,30.89430894,69.10569106,tract,http://www.prisonersofthecensus.org/data/2010blocks/050450309003016/
5.05E+13,0,0,0,0,0,0,0,0,7,7,0,100,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050495502005054/
5.05E+13,72,0,0,0,2,0,6,80,142,222,36.03603604,63.96396396,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050510108003009/
5.05E+13,0,0,0,0,0,0,0,0,29,29,0,100,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050510119004095/
5.05E+13,22,0,0,0,6,0,16,44,26,70,62.85714286,37.14285714,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050534704001016/
5.06E+13,5,0,0,0,0,0,4,9,123,132,6.818181818,93.18181818,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050554804001000/
5.06E+13,27,0,0,0,1,0,2,30,22,52,57.69230769,42.30769231,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050574805003003/
5.06E+13,388,0,8,0,0,0,34,430,662,1092,39.37728938,60.62271062,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050590205002044/
5.06E+13,11,0,0,0,0,0,6,17,74,91,18.68131868,81.31868132,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050634906002025/
5.07E+13,3,0,0,0,0,0,0,3,25,28,10.71428571,89.28571429,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050659602001211/
5.07E+13,146,0,2,0,7,2,27,184,398,582,31.61512027,68.38487973,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050659603002104/
5.07E+13,12,0,0,0,0,0,0,12,40,52,23.07692308,76.92307692,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050674802004018/
5.07E+13,596,33,5,1,33,25,70,763,1059,1822,41.87705818,58.12294182,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050674804001056/
5.07E+13,321,0,1,0,0,5,4,331,198,529,62.57088847,37.42911153,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/050690001021010/
5.07E+13,305,0,4,0,2,3,25,339,453,792,42.8030303,57.1969697,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/050690001021011/
5.07E+13,38,0,0,0,4,1,9,52,62,114,45.61403509,54.38596491,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050690023003026/
5.07E+13,199,0,0,0,0,0,4,203,54,257,78.98832685,21.01167315,tract,http://www.prisonersofthecensus.org/data/2010blocks/050690010003027/
5.07E+13,250,0,0,0,0,0,6,256,322,578,44.29065744,55.70934256,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/050690021033060/
5.07E+13,411,2,3,0,8,1,22,447,422,869,51.43843498,48.56156502,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/050690021033062/
5.07E+13,60,5,0,0,1,15,10,91,242,333,27.32732733,72.67267267,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/050690021033065/
5.07E+13,4,0,1,0,1,0,5,11,47,58,18.96551724,81.03448276,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050719521003002/
5.07E+13,15,0,0,0,0,0,0,15,14,29,51.72413793,48.27586207,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050734701001202/
5.08E+13,0,0,0,0,0,0,0,0,32,32,0,100,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050754705023056/
5.08E+13,6,0,0,0,0,0,0,6,1,7,85.71428571,14.28571429,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050774703005011/
5.08E+13,850,8,6,0,17,8,40,929,772,1701,54.61493239,45.38506761,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050774701001050/
5.08E+13,1830,4,16,1,64,7,110,2032,1331,3363,60.42224205,39.57775795,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050799606002047/
5.08E+13,13,1,0,0,0,1,0,15,3,18,83.33333333,16.66666667,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050799605002026/
5.08E+13,1,0,0,0,0,0,0,1,3,4,25,75,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050839505001037/
5.08E+13,1,0,0,0,0,0,0,1,22,23,4.347826087,95.65217391,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050839503002057/
5.09E+13,12,0,0,0,0,0,4,16,45,61,26.2295082,73.7704918,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050850205001112/
5.09E+13,0,0,0,0,0,0,0,0,3,3,0,100,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050850202042000/
5.09E+13,1,0,0,0,0,0,0,1,15,16,6.25,93.75,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050899602012033/
5.09E+13,195,2,1,0,6,0,10,214,391,605,35.37190083,64.62809917,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/050910204001044/
5.09E+13,29,0,0,0,0,0,6,35,17,52,67.30769231,32.69230769,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/050910204001075/
5.09E+13,126,0,0,0,3,2,17,148,95,243,60.90534979,39.09465021,tract,http://www.prisonersofthecensus.org/data/2010blocks/050910205002108/
5.09E+13,36,1,1,0,0,1,2,41,43,84,48.80952381,51.19047619,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/050930109003011/
5.09E+13,103,0,1,0,0,0,4,108,45,153,70.58823529,29.41176471,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/050930109003085/
5.09E+13,53,2,0,0,1,1,7,64,179,243,26.33744856,73.66255144,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050930111002037/
5.10E+13,1,0,0,0,0,0,1,2,1,3,66.66666667,33.33333333,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050959501004000/
5.10E+13,14,0,0,0,0,0,1,15,5,20,75,25,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050959502001156/
5.10E+13,0,0,0,0,0,0,2,2,6,8,25,75,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050979530003028/
5.10E+13,5,0,0,0,0,0,0,5,8,13,38.46153846,61.53846154,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/050990902001034/
5.10E+13,39,0,0,0,0,0,1,40,10,50,80,20,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/051039506003014/
5.11E+13,47,0,0,0,0,0,0,47,18,65,72.30769231,27.69230769,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/051074804003010/
5.11E+13,27,0,0,0,0,1,1,29,27,56,51.78571429,48.21428571,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/051099535003117/
5.11E+13,22,0,0,0,1,0,1,24,64,88,27.27272727,72.72727273,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/051114905004012/
5.11E+13,0,1,0,0,0,0,0,1,20,21,4.761904762,95.23809524,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/051139502005011/
5.12E+13,15,1,2,0,5,1,17,41,136,177,23.16384181,76.83615819,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/051159513003022/
5.12E+13,5,0,0,0,0,0,3,8,8,16,50,50,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/051174601003026/
5.12E+13,698,0,2,1,5,1,34,741,292,1033,71.73281704,28.26718296,tract,http://www.prisonersofthecensus.org/data/2010blocks/051190012001065/
5.12E+13,44,0,0,0,1,0,2,47,36,83,56.62650602,43.37349398,tract,http://www.prisonersofthecensus.org/data/2010blocks/051190021021000/
5.12E+13,15,1,0,0,0,0,0,16,20,36,44.44444444,55.55555556,tract,http://www.prisonersofthecensus.org/data/2010blocks/051190024061044/
5.12E+13,518,6,6,2,24,13,66,635,509,1144,55.50699301,44.49300699,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/051190040052021/
5.12E+13,0,0,0,0,0,0,0,0,2,2,0,100,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/051190035003044/
5.12E+13,1,0,0,0,0,1,0,2,30,32,6.25,93.75,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/051219603021015/
5.12E+13,1706,77,33,5,270,108,771,2970,1242,4212,70.51282051,29.48717949,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/051239606001000/
5.12E+13,64,0,0,0,1,1,2,68,24,92,73.91304348,26.08695652,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/051239606005019/
5.13E+13,27,0,0,0,0,0,4,31,142,173,17.91907514,82.08092486,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/051250106004000/
